Customer Number,Customer Name,Street Address,City/County,Phone Number,Sales Rep Number,Sales Rep Name,location
1042138,Jisrad Enterprises,"28Unit, 4Unity Estate , Oke Arungbo Community, Osogbo",Osun State,8030642997,5,Peter,Osun State
104214,Bob Jones Ltd-,"KM5 ,Osogbo/ILobu road",Okinni,8039118999,501,Lateef,Okinni
1042141,St Pius Farm,St Pius X Seminary Akwu- Ukwu Near Oba Along Onitsha -,Onitsha,8121824880,322,Kingsley Ikenna,Onitsha
1042142,Sobioma Agro Farm,Umuchoko Obiangwu Road Egbelu Obube North LGA Owerri Imo,Imo State,8187523889,322,Kingsley Ikenna,Imo State
1042143,Funktex Concept Farms,"Ile Ogede Oti Obate Village Via Egbejila Road, Ilorin",Kwara State,8034329758,512,Afolabi Michael Abolade,Ilorin / Kwara
1042144,Yim Al- Buraq Global Services Ltd,"Road 4, Wasobia Estate Ajegunle Area Asadam Area, Ilorin",Ilorin State,8032934498,512,Afolabi Michael Abolade,Ilorin / Kwara
1042145,Manna Ground Farm,Ajali Orumba LGA Anambra State,Anambara State,8037724109,322,Kingsley Ikenna,Anambara State
1042146,Cypo Paankeba Farm,"C9, Pagun Olubo Estate Olodo Ibadan",Ibadan,8038252494,513,Godwin Esenyie,Ibadan / Oyo
1042148,Confluence Agro Allied,"Opposite Mom Orphanage Chrucher, Felele, lokoja Kogi",Kogi State,8057068183,412,Eniolorunda Seun Emmanuel,Kogi State
1042149,Jerino Farms Ltd,"Behind Customs Fed Operations Unit Industrial Layout,",Owerri State,8111693356,3,Ian,Owerri State
1042150,Sunny Farms,"2,Ile Small Custom Area, Matogun Oke Aro Lagos",Lagos,8035651739,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
1042151,Ace Agrovet Consult,"Federal Housing Nyanya, Abuja",Abuja,8038986150,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1042153,Boladvista Farms & Agro Allied Services,Olanrewaju Behind Ben- Ade House Modakeke Osun State,Osun State,8066516836,5,Peter,Osun State
1042154,Casama Agro Allied,"NO4, Allen Street, Oluyole Estate Ibadan",Ibadan,8033298858,5,Peter,Ibadan / Oyo
1042155,Soomic Farms,"Okiri Junction , Kila Ogun State",Ogun State,8080874580,509,Folorunso Mark Eniola,Ogun State
1042156,Benjamin Farm,"NO5,Musa Street Maraba ,Kaduna State",Kaduna State,8124531051,4,Stephen,Kaduna
1042157,Debafete Agric Ventures,"Iyaloja Hose Oke- Bode Iwo Road, Ibadan",Ibadan,8033664605,509,Folorunso Mark Eniola,Ibadan / Oyo
1042159,Lukmars Farms & Feeds,"Malubi Village,Laduba Afon Area, Kwara, Ilorin State",Kwara Ilorin State,8066772591,512,Afolabi Michael Abolade,Ilorin / Kwara
1042161,brita poultry farm,26 air port view okpanam asaba delta,asaba delta,8038845553,3,Ian,Delta State
1042163,Mika Ekanem Farm,"Ikot Ekpene, Uyo Akwa Ibom State",Akwa Ibom State,806382178,513,Godwin Esenyie,Akwa Ibom State
1042164,Prime Feeds,"NO. R2, Beside Kwiwa Petrol Station, Zaria Express Road,",Kaduna State,7031140041,4,Stephen,Kaduna
1042165,Bello Farms,"Usman Kontagora Plaza, Bosso Road, Minna Niger State",Niger State,8060388773,4,Stephen,Niger State
1042167,Vetagro Emporium,"Km 9, Kaduna - Zaria Express Way, Rigachikun, Kaduna",Kaduna State,8132523220,4,Stephen,Kaduna
1042168,Okeson Farms,"No2, Omozele Street Inland Town Onitsha",Onitsha,810374003,322,Kingsley Ikenna,Onitsha
1042170,WASOL ENTERPROSE,kUTUNGERI villige along kaduna intl airport,kaduna state,8033798067,4,Stephen,Kaduna
1042171,Bluemoon Ventures,"38/40 BF Street B Zone Shagari estate, Ipaja.",Lagos,9090126850,513,Godwin Esenyie,Lagos
1042172,Witty Crown Global Investment,"h24, Mogaji Market ,Oko Oba Lagos",Lagos,8183420700,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
1042173,Eniolorunfe Farm,"35, Panada Street,Bode Igbo Omi Adio Apata Ibadan",Ibadan,8061169202,5,Peter,Ibadan / Oyo
1042175,Bazza Farm,"Bosso Estate Minna ,Niger State",Niger State,7063544146,4,Stephen,Niger State
1042176,Morning Start Farm,"No1, Alade Owo Estate, Elebu Area, Apata Ibadan",Ibadan,70439191120,513,Godwin Esenyie,Ibadan / Oyo
1042178,Lighthouse Farms,"Oko Oba Area, Oko Oba ,Oyo Town",Oyo State,7034343691,513,Godwin Esenyie,Ibadan / Oyo
1042180,Argandu Farm Ltd,Beside Toro General Hospital Jos- Bauchi Expressway Jos,Jos,7037626156,407,Stephen Olushola,Jos / Plateau
1042181,Phetodars Farm,"Pepeline ARea,Idi-Ope Moganna Ibadan",Ibadan,8067493666,5,Peter,Ibadan / Oyo
1042182,Mega Star,"By A.A Rano filling station, One man village, Nasarawa",Nasarawa,8030726652,412,Eniolorunda Seun Emmanuel,Nasarawa
1042183,Nakadi Farm,"Babban Saura,Along Yakowa Express Road,Kaduna",Kaduna State,8033996751,4,Stephen,Kaduna
1042184,Tracy Veterinary,"Shell road, sapele",Delta state,8160059060,3,Ian,Delta State
1042186,Korex Farm,"Iperu, Town Ogun State",Ogun State,8039776666,503,Tope,Ogun State
1042187,Dickem Aquatech Enterprises,"19,Dickem Busstop Isashi Waterworks Odan Landmark","Lasu, Lagos",8123880357,606,Oladeji Simon Olabisi,Lagos
1042188,F. Bola Feedmill,"Onihale Bustop, Opposite NNPC Filling Station Along Ifo",Ogun State,8088809181,508,Mr.Adekunle Damilola,Ogun State
1042189,Globetrot Farmsponsor Nig Ltd,"No14, Old Aba Road Rumuogba Portharourt Rivers State",Rivers State,7031960724,3,Ian,Rivers / PH
1042190,Damo Resources & Multiloiz Ent,"Emiloju House Opp Arccedem, Along Iwo Road, Wofun Olodo",Ibadan,8033843052,513,Godwin Esenyie,Ibadan / Oyo
1042191,Pet Farm,Pipeline Coca Cola Benin City Edo State,Edo State,7066576004,513,Godwin Esenyie,Edo / Benin
1042193,Richfarbezt Aquaculture Nig. Ltd,"109, New Yidi Road, Irewolede. Ilorin",Ilorin,7068350833,512,Afolabi Michael Abolade,Ilorin / Kwara
1042194,Mevkins Integrated Farms,"Rafat Lawal Close Olayemi Tella, Ayobo, Lagos",Ayobo Lagos,8023113113,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
1042195,Doro Farm,Agbede Igbo Axis Edo State,Edo State,9058283826,6,Mr Dayo,Edo / Benin
1042196,Glendoff Hockney Farms,"Blue Gate, Liberty Lane Flower Garden GRA Ilorin Kwara",Kwara State,7051155902,513,Godwin Esenyie,Ilorin / Kwara
1042197,Temitope Agro Shop,Opposite Ibadan Garage Ijebu Ode Ogun State,Ogun State,7039317990,501,Lateef,Ogun State
1042198,Crown Dayo,Abanla Village Idi Ayunre LGA Along Along Alomaja Zone 4,Oyo State,8180556536,5,Peter,Ibadan / Oyo
104220,Giwa Feedmill,"klm.3,aliba-itoikin road",Ijebu-ode,8059529098,5,Peter,Ijebu-Ode
1042200,Super Hills Mills,"No1, Aluminium Market, By sabo Tasha Bridge , Kaduna",Kaduna,8134796972,4,Stephen,Kaduna
1042201,Zantic Farm Ltd,"Ugwuogo, Enugu East Enugu State",Enugu State,8152188355,322,Kingsley Ikenna,Enugu
1042202,Harrow Farms,"Odore Phase 1, Egbejila , Ilorin Kwara State","Ilorin, Kwara State",8135131126,512,Afolabi Michael Abolade,Ilorin / Kwara
1042203,Overshores Glorious Farms,"No20, New yidi Road, Irewolede Ilorin",Ilorin,8133676239,512,Afolabi Michael Abolade,Ilorin / Kwara
1042204,Barnabel Investment Farms Ltd,"Neke, Uno Ugwogo, Enugu East Enugu",Enugu State,8033655223,322,Kingsley Ikenna,Enugu
1042205,Saturn Farms Ltd,"Opposite Dstv, Office Onireke Ibadan",Ibadan,8022719664,513,Godwin Esenyie,Ibadan / Oyo
1042206,Muritala Farm,"Airport Raod, Kaduna State",Kaduna State,7039311333,4,Stephen,Kaduna
1042208,Hodeys Farm,"Panada Omi- Adio Apata, Ibadan",Ibadan,8038095732,5,Peter,Ibadan / Oyo
1042209,Tomitz Integrated Farm,Arulogun Akinyele Local Government Ibadan,Ibadan,8034241530,509,Folorunso Mark Eniola,Ibadan / Oyo
1042210,Samson & Helen Farm,"NO:3 Off Amukpe Ada Grase Road, Sapele Delta State",Delta state,8055884492,3,Ian,Delta State
1042212,Agasons Nig Ltd,"Behind CocaCola, New Industrial Estate Onitsha Road,",Imo State,8032059830,322,Kingsley Ikenna,Imo State
1042213,Better Feeds & Oils,"Pipeline Road, Ilorin",Ilorin,8037018992,513,Godwin Esenyie,Ilorin / Kwara
1042215,Tiddo Farm,"D112 Katampel, Mpape, Abuja",Abuja,7037162941,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1042216,A.R.A Farm,"No27, Kududdufawa Waika, Ugongo, Kano State",Kano State,8038490657,407,Stephen Olushola,Kano
1042217,Hitech Farm & Hatchery Ltd,Zokoriko Village Kaduna,Kaduna State,8023632747,407,Stephen Olushola,Kaduna
1042218,Greencheck Global Resources Ltd,"NO8,Alloy Guest House, Road Behind Princess Hotel,",Ilorin,8038133610,512,Afolabi Michael Abolade,Ilorin / Kwara
1042219,George Farm Egbejila,"Ajegunle, Egbejila , Ilorin",Ilorin,8066533930,512,Afolabi Michael Abolade,Ilorin / Kwara
104222,Adebayo Kunle Smith,old abeokuta road bode igbo,Ibadan,8034453914,5,Peter,Ibadan / Oyo
1042220,Lumen,Delta State Asaba,Delta State,8032312313,322,Kingsley Ikenna,Delta State
1042221,Haybam Farm,"15, Gold and Rock Street, Oyo State",Oyo State,7066473758,509,Folorunso Mark Eniola,Ibadan / Oyo
1042222,Olufere Farming International,Odre Egbejila Offa Airport Ilorin,Ilorin,7034277266,512,Afolabi Michael Abolade,Ilorin / Kwara
1042223,Alasinrin Farm,"Oddore Egbejila Village,Ilorin",Ilorin,8032884946,512,Afolabi Michael Abolade,Ilorin / Kwara
1042225,Mobolaji Agrotech,"Okunawo Village, Ido Ibadan",Ibadan,8167288785,512,Afolabi Michael Abolade,Ibadan / Oyo
1042226,Becobs Agro & Bio Resource Ltd,"Ararromi Village, Near Bakatari Off Abeokuta Road, Ibadan",Ibadan,9030857821,512,Afolabi Michael Abolade,Ibadan / Oyo
1042227,Ajide Maruf Farm Ltd,"Egbejila Road, Bayi Aloba Area, Ilorin",Ilorin,8066421449,512,Afolabi Michael Abolade,Ilorin / Kwara
1042228,Salman Farm,"Near Rabiu Village, Tafa, Kano State",Kano State,7075804545,407,Stephen Olushola,Kano
1042229,Foxy Green Hub Resource Ltd,"Beside Ifelodun, Sawmill, Lagos - Ibadan Expressway",Lagos - Ibadan Expressway,7061134571,513,Godwin Esenyie,Ibadan / Oyo
1042230,Fish Parque,"BB Street House 4 4, Federal Lowcost Housing, Shagari",Lagos State,8059884458,606,Oladeji Simon Olabisi,Lagos
1042231,Oracle Farm Nig Ltd,"KM 2&5 Naka Road Makurdi, Benue State",Benue,7031248252,407,Stephen Olushola,Benue
1042232,O'Wole Animal Housing,"Jiboye Omi- Adio, Apata, Ibadan",Ibadan,8131387860,513,Godwin Esenyie,Ibadan / Oyo
1042233,Akadish Integrated Services Limited,"Gbagba Phase11, Sango Ilorin",Ilorin,8168712539,512,Afolabi Michael Abolade,Ilorin / Kwara
1042234,Amichi Diocesan Integrated Farm,"Utuh, Nnewi South LGA anambra",Anambra,8038965972,322,Kingsley Ikenna,Anambra
1042235,Acres &Barns Nig Ltd,"Jato Village, Iwo Pataara Road, Iwo Road Osun State",Osun State,8034880719,5,Peter,Osun State
1042236,Oluadepoju Farms Nig. Ltd,"1.5KM, Behind Oyo Sugar Processors Ltd Iseyin, Oyo State",Oyo State,8078209870,5,Peter,Ibadan / Oyo
1042237,Foodlink West Africa Ltd,"Km52, Bauchi-Bununu, Tafawa Balewa Road, Bula District",Bauchi State,8067725944,407,Stephen Olushola,Bauchi State
1042238,Petrolfad Energy Ltd,"Mogaji Market, Oko- Oba Lagos",Lagos,8162052986,508,Mr.Adekunle Damilola,Lagos
1042239,Ona Ara Farms,"No1 Delele Oyelude Street Off Ojota Road, Temu Epe, Lagos",Lagos,8131502464,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
1042240,Oore Ofemi Farms,Iyana Ipaja,Lagos,8098230900,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
1042241,Mano Poultry Feeds,"Uzere- Oleh Asaba Road, Uzere Isoko South Delta State",Delta State,8104889531,3,Ian,Delta State
1042242,Reps Agro Services,"Lane3, Akinwale Road, Akufo Iddo Local Government Ibadan",Ibadan,9015402921,5,Peter,Ibadan / Oyo
1042243,Al- Hamuz Agro Farm Ventures,"Phase 4, United Estate, Idedo Busstop Atan Otta Ogun",Ogun State,8022203521,605,Dr. Abdulazeez Abiodun Oyetungi,Ogun State
1042245,Nola Farms,"Plot3 Block c, Oriolowo CICS Layout, Oluyole Extension",Ibadan,8081537070,5,Peter,Ibadan / Oyo
1042247,Love City Consult,"Aba Alamu, Apata, Ibadan",Ibadan,8036383756,5,Peter,Ibadan / Oyo
1042249,Agromor-Nachshonmor,"18, Can Link Road, Port Harcourt Rivers State",Rivers State,9085572519,322,Kingsley Ikenna,Rivers / PH
104225,Tomlad farm,"6A, adekunle ajasin road. akure",ondo,7081169219,2040,Oluwole,Ondo State
1042250,Broadview Integrated Farm Ltd,"5, Ballah/Elere Road, Ballah ASA LGA , Kwara State","Kwara, Ilorin State",8088684194,512,Afolabi Michael Abolade,Ilorin / Kwara
1042251,MIAHS Enterprise,Gosa Abuja,Abuja,8068088923,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1042252,Jeffery Farm,"Masaka, Nasarawa State",Nasarawa State,7033299775,413,Yohanna Magaji Kyat,Nasarawa State
1042253,Scopio Associates Farms,"Chuama Village, Tafa LGA",Niger,8064585267,4,Stephen,Niger
1042254,Gold Plus Enterprise Service Farm,"Zimbabwe, Opposite Wuse, Abuja",Abuja,8037003586,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1042255,Rich Kay Global Resources,"NO26, Opposite Command, Secondary Shool, Bode Igbo,",Ibadan,8038094220,513,Godwin Esenyie,Ibadan / Oyo
1042256,Hephzibah Farms,"NO47, Ogere Road, Ajacent Water Cooperation Iperu- Remo,",Ogun State,8039275056,509,Folorunso Mark Eniola,Ogun State
1042257,PHI Systems Ventures Limited,"No13,Mkpok Street, Eket Akwa-Ibom State",Akwa- Ibom State,8037445836,322,Kingsley Ikenna,Akwa- Ibom State
1042258,Dovetech Farms Consult,"Ikoyi - Ile Off Takie, Ogbomosho, Oyo State",Oyo State,8134643258,5,Peter,Ibadan / Oyo
1042259,Ganau Farm and Rice Mill Ltd,"Along Goru Kardi Road, Birnin Kebbi, Kebbi State",Kebbi State,7033971037,407,Stephen Olushola,Kebbi State
1042260,Indigo Feeds Company Nig. Ltd,"Guata Nike Road After Guata Primary School, Keffi",Nassarawa State,8034418478,4,Stephen,Nassarawa State
1042261,Boyejo Farms,"Beside Old Total Ala Via, Ijebu- Ode Ogun State",Ogun State,8054679312,501,Lateef,Ogun State
1042263,MC Doy Farms Limited,"17, Akure- Ilesha Expressway Ilara Mokin, Akure Ondo",Ondo State,9065102273,509,Folorunso Mark Eniola,Ondo State
1042265,Apples and Pears,"Shagam Flower Gate, Shagam Expressway, Kajola Village ,",Ogun State,8177385649,508,Mr.Adekunle Damilola,Ogun State
1042266,Miglad Farm Concept,"Behind LEA Primary School Chukuku, Kuje Abuja",FCT Abuja,8037015133,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1042267,My Works Farms Limited,NO C4 Kudenda Industrial Layout Nnamdi Azikwe Way By-,Kaduna State,8033176612,4,Stephen,Kaduna
1042269,Advic Farms,"Opa Road, Off Akinola Market Ipetumodu , Osun State",Osun State,8081771464,509,Folorunso Mark Eniola,Osun State
104227,Miracle Farm,"olorun tumo, Bembo Area Apata Ibadan",Oyo State,8033989140,2000,Raji,Ibadan / Oyo
1042270,George Dara Enterprises,"Irede Community, Off Pipeline Road, Opposite Roemichs",Ilorin,7032044655,512,Afolabi Michael Abolade,Ilorin / Kwara
1042271,Albarika Feedmill Abuja,"Opposite Seminary SchoolKuchiako, Kuje Abuja",Abuja,7081481431,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1042272,Good Greens and More Ltd.,"Opposite New Govt House, Mazaram, Little Ratyfi",Jos,8180500923,4,Stephen,Jos / Plateau
1042273,Fatruq Farms,"Sango, Otta Lagos State",Lagos State,8023605637,6,Mr Dayo,Lagos
1042274,Frotchery Feeds,International Institute of Tropical Agriculture Idi- Ose,Ibadan,8020918190,5,Peter,Ibadan / Oyo
1042275,Vuco Farms,"Off Phinomar Road, By step bus stop, Enugu Ngwo",Enugu,8035201306,3,Ian,Enugu
1042276,God's Will Farm,"Plot 45, Opposite Babajide, School of Prophet and","Ijebu- Ijesa Road , Ilesa Osun",8034968508,509,Folorunso Mark Eniola,Osun State
1042277,AB and C feedmill,"Kara Market, Ibeju, Lagos",Lagos State,8089275146,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
1042278,Great Lift Agricultural Development Ltd,"NO5, Danpat Avenue, Opposite Power Plant Kaduna, Kaduna",Kaduna State,8064455403,406,Dr.Ize Okeji,Kaduna
1042279,Trust Feed Limited,"NO3/4 Westward Crescent Off Boltongo Road, Wuro Macci",Gombe State,7063774625,407,Stephen Olushola,Gombe State
104228,Ayomide farm,olosan,Ibadan,8022239695,5,Peter,Ibadan / Oyo
1042280,Ama Farms,"Aladeowo Omi- Adio, Apata Ibadan.","Ibadan, Oyo State",8066621859,5,Peter,Ibadan / Oyo
1042281,Felix Farm,"Maraba Loco, Nasarawa State",Nasarawa,8069166529,412,Eniolorunda Seun Emmanuel,Nasarawa
1042282,Ummi Hadiza Farm,Sambisa Area Opposite Aisha Buhari General Hospital Along,"Jega,Kebbi State",8036155279,407,Stephen Olushola,"Jega,Kebbi State"
1042283,Dele Shafa Intergrated Farms,"Aba Onipan, Elekuru, Moniya Iseyin Road, Ibadan",Ibadan,8063952647,513,Godwin Esenyie,Ibadan / Oyo
1042286,Dagrip Farm,"Old Abeokuta Road, Bode - Igbo Apata, Ibadan",Ibadan,8139303097,513,Godwin Esenyie,Ibadan / Oyo
1042287,Odar Farms,"40, Eze J.K Welli, Rumagholu Portharcourt Rivers State",Rivers State,8081117699,3,Ian,Rivers / PH
1042289,Delyiks Agro Service Limited,"Iyana Ajia, Adewunmi Village, Ibadan",Ibadan,7033150100,5,Peter,Ibadan / Oyo
1042290,Lawlivose Integrated farms limited,"No. 4 Shalom Street, Noah Pavilon, Jubilee Estate,",Ogun State,8034021318,513,Godwin Esenyie,Ogun State
1042291,Oileex Farms,"Salako Village, Omi- Adio Ibadan",Ibadan,8085082730,508,Mr.Adekunle Damilola,Ibadan / Oyo
1042292,Matrag Foods Limited,"New Yo- Ogbomosho Express Road, Elete Onigaari Area, Oyo",Oyo State,8139659580,509,Folorunso Mark Eniola,Ibadan / Oyo
1042293,JB Everest Agric Consult,"NO10, Sakavita Street, Olorunsogo Gaa Akanbi Ilorin Kwara",Kwara State,7062067834,508,Mr.Adekunle Damilola,Ilorin / Kwara
1042294,Sustainable Agrotech,"Industrial Park, Espoyo Samonda Sango, Ibadan",Sango Ibadan,8168982177,512,Afolabi Michael Abolade,Ibadan / Oyo
1042295,Essvee Agro Ltd,"No3, Oyewale Oshodi Street, Suramogaji Street, Coker",Lagos State,8107135574,508,Mr.Adekunle Damilola,Lagos
1042296,Baso Agro Allied,"Zango Dawanau, Dawakin Tofa",Kano,8031547115,407,Stephen Olushola,Kano
1042297,Gulliver's Farm,"7, Abela street, Nihort road",Oyo,8162936808,509,Folorunso Mark Eniola,Ibadan / Oyo
1042298,Tomut Farms & Animal Care,"1, Erewe Aba, Aba, Ijebu Ayepe, Odogbolu",Ogun State,8111001890,508,Mr.Adekunle Damilola,Ogun State
1042299,VICA Synergy Ltd,"165 Ikenegbu Layout,",Imo,8156797571,3,Ian,Imo
104230,Aiyetan Farm,"OLEYO AIYEGUN, ODO-ONA ELEWE,",Oyo State,07041322217/0803304,2000,Raji,Ibadan / Oyo
1042300,Sure Ingredients,"1, Kachia road, Opposite fruit market,",Kaduna South,8056290362,4,Stephen,Kaduna
1042301,Jofa Farm,Irese road,Ondo,7038516270,5,Peter,Ondo State
1042303,SSI Farms,"Pashi road, Akoko Village off Owode, Apa road,Badagry",Badagry West,7080743849,508,Mr.Adekunle Damilola,Badagry West
1042304,AJETOM AGRIC SERVICES,"25, IYANA WATER, EGBEDA",OYO,8162459954,513,Godwin Esenyie,Ibadan / Oyo
1042305,Benjully Overcomers Farm,"Km 7 Achalla-Ibusa road, by Oduche rivers off ezukwu",Obaeze benard av,8033470517,322,Kingsley Ikenna,Obaeze Benard Av
1042306,Lanrekay Integrated Farm Nig Ltd,"Km 1 Iseyin Oyo road, Odo Omu Area, Iseyin",Oyo,8050509835,513,Godwin Esenyie,Ibadan / Oyo
1042307,Timzac Nigeria Enterprises,"Minna, Niger State",Niger,7036864633,407,Stephen Olushola,Niger
1042308,Farmforte Agro Allied Solution Limited,"Evbolekpen community, Ovia North East 234",Edo,8138106195,311,Dr.Ogunwemimo Oluwole Leken,Edo / Benin
1042309,Aje Farm,Iraye Ikorodu,Ogun State,7086107969,605,Dr. Abdulazeez Abiodun Oyetungi,Ogun State
104231,Ebunoluwa Farm,Bode-Igbo Panada Omi -Adio Ibadan,Ibadan,8039216556,501,Lateef,Ibadan / Oyo
1042310,Feed Option,"ILO road, Ilara, Epe, Adjacent Augustine University",Ogun,8062255425,508,Mr.Adekunle Damilola,Ogun State
1042312,Avrik Fisheries,"Avrik House, Plot 4, Ikoyi Avenue (Behind Bovina Hotel,",Ilorin,8035063746,512,Afolabi Michael Abolade,Ilorin / Kwara
1042313,Nature Gift Agri-business,"Behing Presidential Lodge, Jalingo",Taraba,8142922922,407,Stephen Olushola,Taraba
1042314,Fatima Farm,"No 7, Sarki Crescent, New Millenium City",Kaduna,8037903932,406,Dr.Ize Okeji,Kaduna
1042315,Bim Farm,"S7/1405 Jinadu Adeosun Street, Felele",Oyo,8165265305,5,Peter,Ibadan / Oyo
1042316,Micello Farm,Akure,Akure,8068340904,5,Peter,Ondo State
1042317,SOLVIC GLOBAL NIG. LTD,"WAREHOUSE 2, FUN PARK, ITAMAGA, IKORODU, LAGOS",LAGOS,7058755900,509,Folorunso Mark Eniola,Lagos
1042318,Lacertera Farms,Oke Ojo Bus Stop,Lagos,8150298068,508,Mr.Adekunle Damilola,Lagos
1042319,GRAPE GRAND,"NO 1 Dauda Road, Maiduguri Plaza,",Kaduna,8055621488,407,Stephen Olushola,Kaduna
104232,Dominions Farm,"NO17, Oluwashina Ayomide Oyinlade Cresent Arapaja Via,",Lagos State,8028012175,606,Oladeji Simon Olabisi,Lagos
1042320,Two-Brothers Feeds & Agro-Allied Ltd,"No 15 Alam main road, Ozubulu,",Anambra,7066943224,322,Kingsley Ikenna,Anambra
1042321,Agricare Farms Nig. Ltd,"Beside Navy School, Ifewara road",Osun,8038001631,509,Folorunso Mark Eniola,Osun State
1042322,TJ farmfoods and Agro Allied Consult,"Ifeniyi Onigbongbo, Ilora",Oyo,9021691259,5,Peter,Ibadan / Oyo
1042323,Jadsons Integrated farms,Federal Housing Estate,Osun,8056713302,508,Mr.Adekunle Damilola,Osun State
1042324,NAMLAAC AGRO ALLIED,"Plot 139FA Pwambara, Usuma Layout, FCT",Abuja,8134561750,4,Stephen,Abuja / FCT
1042325,NOVI-AGRO LTD,Ibadan,Oyo,7087177726,5,Peter,Ibadan / Oyo
1042326,Habib farm,Igbeba,Ogun,8138559183,5,Peter,Ogun State
1042327,Takeab Asrara Fish Farm,"5/7 Dipo Oyebadejo Street, Toluwani B/Stop, Off Ijegun",Lagos,8026886634,6,Mr Dayo,Lagos
1042328,Global West Farms Ltd,"Km 13, Eruwa/Ibadan road, Idi - Ata Village, Ibarapa East",Ibarapa,8080227767,5,Peter,Ibarapa
1042329,Niro Gold International Farm Ltd,"27A Falade Layout Inaolaji, Oluyole",Ibadan,8062309090,513,Godwin Esenyie,Ibadan / Oyo
104233,Elbers Farms Ltd.-Mr.Musa,Jos,Jos,8037017629,3,Ian,Jos / Plateau
1042331,Wunix Enterprise,"Trade Fair, Golf Estate",Enugu,8138533376,322,Kingsley Ikenna,Enugu
1042332,Hope Alive Farms,"Hope Alive, behind Ife Oluwa Baptist Church, Century's",Oyo,8034851374,509,Folorunso Mark Eniola,Ibadan / Oyo
1042333,Fagenkawo Kas Poultry Farm,Dawanau Fagen Kawo Dawakin Tofa LGA,Kano,8146463135,407,Stephen Olushola,Kano
1042334,Vet Option Plus and Co.,"Sheikh Jafar road, Dorayi,Kwale LGA",Kano,9012471087,407,Stephen Olushola,Kano
1042335,Eyiwunmi Farms,"Madi Area, Opposite Ogundele, Ilorin",Kwara,7037568205,606,Oladeji Simon Olabisi,Ilorin / Kwara
1042336,Olaniyan fish farm,"Abayomi Crescent, Shiun area",Ogun,814842500,508,Mr.Adekunle Damilola,Ogun State
1042337,Elelyon Agricultural Ventures,Ilora Oyo,Oyo,7032068910,509,Folorunso Mark Eniola,Ibadan / Oyo
1042338,Alhaji Garba Ventures,Ahmadu Bello University Zaria Kaduna State,Kaduna State,8034504097,407,Stephen Olushola,Kaduna
1042339,Obamarshall Breeder Ltd,"Agbopa Village, Oyan Dam Abeokuta Ogun State",Ogun State,8129901189,513,Godwin Esenyie,Ogun State
104234,Femkad Fish Farm,"Road 3, Owode Estate",Ibadan,8053513561,5,Peter,Ibadan / Oyo
1042340,Isichei Feedmill,"Lufuwape, Lagos - Ibadan expressway",Ogun State,8106081055,6,Mr Dayo,Ogun State
1042341,Nibanola Farms,"Igbado town, Ondo city",Ondo State,8032588648,509,Folorunso Mark Eniola,Ondo State
1042342,Onyx Farm,"NO52, Gangara Street Ugwan Sunday Kaduna State",Kaduna State,8022500097,406,Dr.Ize Okeji,Kaduna
1042343,Elroyale Farm,"Meats Agro Production Compound, Ikenne Remo Ogun State",Ikenne Remo Ogun State,8035749597,513,Godwin Esenyie,Ogun State
1042344,Mark Of Christ,"Iyana Ilogbo, Ade Odo, Ota Ogun State",Ogun State,8023005684,503,Tope,Ogun State
1042345,Chosyfile Ventures Nig,"Plot 40/41 Fish Farm Estate Odunyan Ikorodu, Lagos",Ikorodu Lagos,8021345085,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
1042346,4D Global Field,"DIC Kakuri, Kaduna South , Kaduna State",Kaduna State,8092658840,4,Stephen,Kaduna
1042347,Kaymaxin Farm,"Kaymaxin Farm, Iya-beji, Iseyin road",Oyo,8035822051,509,Folorunso Mark Eniola,Ibadan / Oyo
1042348,BIG MAMA FARM,"ZOne B9, Off power line, LAO, Ilorin",Kwara,8141131649,509,Folorunso Mark Eniola,Ilorin / Kwara
1042349,Tempo Pellet Mill,"Opako Adigbe, Abeokuta",Ogun,8129901016,508,Mr.Adekunle Damilola,Ogun State
104235,Realges Farm,"Owode, Ibadan",Ibadan,8060144200,5,Peter,Ibadan / Oyo
1042350,Wale Farms,"Ile Ape Compound, Oja-Isale, Ilora",Oyo,7038141639,509,Folorunso Mark Eniola,Ibadan / Oyo
1042351,Olabanji Integrated Farm,"Wasinmi Village, Ikire Osun State",Osun State,8029032432,509,Folorunso Mark Eniola,Osun State
1042352,GRACELAND FARMS - UGHELLI,"Ekrdejebo road, Ughelli",Delta,8108895304,311,Dr.Ogunwemimo Oluwole Leken,Delta State
1042353,Abdullahi Feedmill,"Station Market, Kaduna South",Kaduna,8068757231,406,Dr.Ize Okeji,Kaduna
